Epoch,p95_us,avg_us,Runtime(ms),Throughput(ops/sec),avg-run_duration_s,clean-run_duration_s,extend_duration_s,load_duration_s,reference_duration_s,run_duration_s,vacuum_duration_s,avg-run_delta_checkpoints_timed,clean-run_delta_checkpoints_timed,extend_delta_checkpoints_timed,load_delta_checkpoints_timed,reference_delta_checkpoints_timed,run_delta_checkpoints_timed,vacuum_delta_checkpoints_timed,avg-run_delta_checkpoints_req,clean-run_delta_checkpoints_req,extend_delta_checkpoints_req,load_delta_checkpoints_req,reference_delta_checkpoints_req,run_delta_checkpoints_req,vacuum_delta_checkpoints_req,avg-run_delta_checkpoint_write_time,clean-run_delta_checkpoint_write_time,extend_delta_checkpoint_write_time,load_delta_checkpoint_write_time,reference_delta_checkpoint_write_time,run_delta_checkpoint_write_time,vacuum_delta_checkpoint_write_time,avg-run_delta_checkpoint_sync_time,clean-run_delta_checkpoint_sync_time,extend_delta_checkpoint_sync_time,load_delta_checkpoint_sync_time,reference_delta_checkpoint_sync_time,run_delta_checkpoint_sync_time,vacuum_delta_checkpoint_sync_time,avg-run_delta_buffers_checkpoint,clean-run_delta_buffers_checkpoint,extend_delta_buffers_checkpoint,load_delta_buffers_checkpoint,reference_delta_buffers_checkpoint,run_delta_buffers_checkpoint,vacuum_delta_buffers_checkpoint,avg-run_delta_buffers_clean,clean-run_delta_buffers_clean,extend_delta_buffers_clean,load_delta_buffers_clean,reference_delta_buffers_clean,run_delta_buffers_clean,vacuum_delta_buffers_clean,avg-run_delta_buffers_backend,clean-run_delta_buffers_backend,extend_delta_buffers_backend,load_delta_buffers_backend,reference_delta_buffers_backend,run_delta_buffers_backend,vacuum_delta_buffers_backend,avg-run_delta_buffers_alloc,clean-run_delta_buffers_alloc,extend_delta_buffers_alloc,load_delta_buffers_alloc,reference_delta_buffers_alloc,run_delta_buffers_alloc,vacuum_delta_buffers_alloc,avg-run_delta_wal_bytes,clean-run_delta_wal_bytes,extend_delta_wal_bytes,load_delta_wal_bytes,reference_delta_wal_bytes,run_delta_wal_bytes,vacuum_delta_wal_bytes,avg-run_delta_wal_records,clean-run_delta_wal_records,extend_delta_wal_records,load_delta_wal_records,reference_delta_wal_records,run_delta_wal_records,vacuum_delta_wal_records,cycle_duration_s,cycle_delta_checkpoints_timed,cycle_delta_checkpoints_req,cycle_delta_checkpoint_write_time,cycle_delta_checkpoint_sync_time,cycle_delta_buffers_checkpoint,cycle_delta_buffers_clean,cycle_delta_buffers_backend,cycle_delta_buffers_alloc,cycle_delta_wal_bytes,cycle_delta_wal_records,is_p95_peak
67,1251,771.02016,77751,1286.1570912271225,67.75,71.741,684.846,,5.75,78.018,375.421,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,51.0,,0.0,0.0,2.0,0.0,0.0,681938.0,,0.0,0.0,311566.0,0.0,0.0,19909.0,,0.0,0.0,20542.0,1094.0,965.0,4804456.0,,961.0,44487.0,457121.0,0.0,0.0,5109.0,,2900.0,37535.0,19401.0,7.0,7.0,333597.0,,0.0,0.0,3227787.0,5.0,716.0,2536314.0,,1666.0,10047.0,12216.0,5980736.0,5679667.0,27711481338.0,,0.0,50.0,1114440282.0,100320.0,95482.0,30253471.0,,0.0,1.0,6504015.0,1404.084,0,56,1258635,41935,5665952,70051,3886538,2887744,30472572559,38637349,False
68,1242,763.6053,76980,1299.0387113535985,68.59,71.316,706.58,,5.469,77.259,347.859,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,52.0,,0.0,0.0,2.0,0.0,0.0,695231.0,,0.0,0.0,218808.0,0.0,0.0,36565.0,,0.0,0.0,19027.0,1097.0,1170.0,4585531.0,,8148.0,45466.0,363849.0,0.0,0.0,5822.0,,2700.0,37706.0,59074.0,3.0,83.0,744532.0,,0.0,0.0,2961058.0,3.0,474.0,2590589.0,,1666.0,9460.0,11154.0,5979550.0,5754951.0,28317629974.0,,0.0,50.0,1154760613.0,100300.0,96758.0,30772615.0,,0.0,1.0,6698034.0,1387.615,0,57,1209227,56855,5326890,115796,4030518,2945334,31132785858,39364777,False
69,1310,784.06241,79047,1265.0701481397143,69.088,73.201,706.419,,5.513,79.332,354.009,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,52.0,,0.0,0.0,2.0,0.0,0.0,698305.0,,0.0,0.0,219248.0,0.0,0.0,31931.0,,0.0,0.0,19242.0,1093.0,1185.0,4551639.0,,7854.0,37662.0,305921.0,0.0,0.0,4246.0,,2800.0,38722.0,89788.0,3.0,96.0,705177.0,,0.0,0.0,3082505.0,3.0,56.0,2634777.0,,1666.0,11211.0,12413.0,5980736.0,5833952.0,28292012140.0,,0.0,50.0,1163682913.0,100320.0,98097.0,30611140.0,,0.0,1.0,6777466.0,1399.211,0,57,1223121,52277,5283412,148177,4110078,2997519,31141770942,39296316,False
70,1511,818.24264,82472,1212.5327383839365,67.53,74.261,726.046,,5.822,82.739,367.983,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,53.0,,0.0,0.0,2.0,74375.0,0.0,706558.0,,0.0,0.0,215271.0,4.0,0.0,39009.0,,0.0,0.0,12691.0,914.0,1106.0,4617626.0,,8051.0,4440.0,405596.0,0.0,0.0,4637.0,,2900.0,40595.0,65013.0,3.0,9.0,801760.0,,0.0,0.0,3128592.0,4.0,275.0,2697683.0,,1666.0,24421.0,15414.0,5980900.0,5915781.0,28952113886.0,,0.0,50.0,1187195386.0,100322.0,99345.0,31322843.0,,0.0,1.0,6957724.0,1447.805,0,58,1367022,52689,5478418,130202,4264143,3079177,31842508156,40200455,False
71,1738,902.00928,90854,1100.667004204548,68.219,72.219,727.847,,5.623,91.137,428.998,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,55.0,,0.0,0.0,2.0,0.0,0.0,632130.0,,0.0,0.0,371302.0,0.0,0.0,24919.0,,0.0,0.0,19771.0,0.0,1107.0,4985107.0,,6819.0,93972.0,420776.0,0.0,0.0,2598.0,,2700.0,43606.0,30040.0,0.0,40.0,414949.0,,0.0,0.0,3698648.0,5.0,57.0,2776622.0,,1559.0,32786.0,15776.0,5980736.0,5989826.0,29776969187.0,,0.0,50.0,1176877150.0,100320.0,100600.0,32237734.0,,0.0,1.0,7078063.0,1510.638,0,60,1295991,48768,5796052,93816,4401538,3166196,32695971401,41252117,False
72,1503,812.23132,81873,1221.403881621536,68.562,77.93,730.79,,5.669,82.143,400.406,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,54.0,,0.0,0.0,2.0,0.0,0.0,633542.0,,0.0,0.0,358749.0,0.0,0.0,29848.0,,0.0,0.0,19457.0,0.0,1046.0,4822412.0,,1543.0,17080.0,487233.0,0.0,0.0,3501.0,,2800.0,31828.0,42801.0,0.0,8.0,704677.0,,0.0,0.0,3252026.0,2.0,57.0,2699099.0,,1666.0,20520.0,15094.0,5741081.0,6069358.0,29661959353.0,,0.0,50.0,1182662003.0,96397.0,101948.0,32008035.0,,0.0,1.0,6998325.0,1475.714,0,60,1243033,53092,5558295,91813,4285256,3075212,32599489515,40948339,False
73,1928,918.52552,92526,1080.777295030586,69.429,77.06,747.659,,5.441,92.806,380.181,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,55.0,,0.0,0.0,2.0,0.0,0.0,619850.0,,0.0,0.0,221184.0,0.0,0.0,63237.0,,0.0,0.0,16479.0,0.0,1195.0,4276132.0,,7351.0,85008.0,274830.0,0.0,0.0,8956.0,,2700.0,45768.0,112190.0,0.0,39.0,1417424.0,,0.0,108.0,2952732.0,2.0,57.0,2759823.0,,1559.0,40829.0,18879.0,5665376.0,6144819.0,29832371230.0,,0.0,29160.0,1310458527.0,95114.0,103227.0,31815749.0,,0.0,37.0,7615987.0,1502.118,0,60,1226678,83490,5013818,187337,4716865,3174208,32883290623,41373954,True
74,1683,894.11851,90073,1110.2106069521387,70.535,75.659,800.102,,5.512,90.358,423.52,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,57.0,,0.0,0.0,2.0,0.0,0.0,660972.0,,0.0,0.0,393186.0,0.0,0.0,81466.0,,0.0,0.0,20408.0,15714.0,1095.0,4214653.0,,1416.0,11580.0,459139.0,0.0,0.0,3869.0,,2800.0,44304.0,57600.0,3.0,9.0,1656208.0,,0.0,0.0,3251584.0,3.0,57.0,2861467.0,,1666.0,27897.0,18205.0,5980736.0,6219281.0,30671600839.0,,0.0,50.0,1344531428.0,100320.0,104489.0,32730910.0,,0.0,1.0,7892451.0,1597.505,0,63,1331731,105355,5109125,124264,5280656,3268920,33788317850,42584163,False
75,1388,818.40323,82505,1212.0477546815343,70.834,79.108,771.584,,5.594,82.799,425.988,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,56.0,,0.0,0.0,2.0,0.0,0.0,727019.0,,0.0,0.0,408025.0,0.0,0.0,39595.0,,0.0,0.0,18206.0,17104.0,1186.0,4866273.0,,312.0,71584.0,430128.0,0.0,0.0,4574.0,,2800.0,40800.0,86660.0,0.0,9.0,872712.0,,0.0,0.0,3390767.0,0.0,57.0,2883590.0,,1621.0,11682.0,15194.0,5341037.0,6293617.0,31141619430.0,,0.0,50.0,1201508353.0,89117.0,105749.0,33403325.0,,0.0,1.0,7443406.0,1556.817,0,63,1385017,66465,5669169,143826,4632280,3268562,34158869200,42815182,False
76,1521,850.56515,85715,1166.6569445254622,71.509,78.775,796.705,,5.589,86.016,439.573,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,58.0,,0.0,1.0,2.0,0.0,0.0,755999.0,,0.0,0.0,397151.0,0.0,0.0,37616.0,,0.0,0.0,18041.0,11950.0,1115.0,5111018.0,,6685.0,89566.0,432152.0,0.0,0.0,7134.0,,2664.0,42418.0,70781.0,0.0,8.0,748528.0,,0.0,6052.0,3607170.0,1.0,597.0,2977822.0,,1666.0,18407.0,17222.0,20330.0,6371379.0,32158926356.0,,0.0,50.0,1274472889.0,23.0,107067.0,34449905.0,,0.0,1.0,7712176.0,1600.947,0,65,1424276,60086,5987703,129374,4714112,3374264,35271143328,44134546,False
77,1371,852.13187,85876,1164.469700498393,72.751,80.693,803.051,,5.556,86.163,442.076,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,58.0,,0.0,0.0,2.0,0.0,0.0,742298.0,,0.0,0.0,427525.0,0.0,0.0,65437.0,,0.0,0.0,18913.0,11630.0,1160.0,4440680.0,,3258.0,59239.0,434601.0,0.0,0.0,9844.0,,2800.0,42440.0,60383.0,0.0,8.0,1507216.0,,0.0,798.0,3284783.0,0.0,516.0,2977094.0,,1666.0,9389.0,16081.0,20339.0,6445365.0,32078371672.0,,0.0,50.0,1383176485.0,23.0,108321.0,33976367.0,,0.0,1.0,8255523.0,1623.249,0,65,1416525,90118,5306204,121705,5184769,3369208,35287676243,44207076,False
78,1426,874.62786,88102,1135.04801253093,72.88,81.648,886.682,,5.859,88.376,496.033,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,58.0,,0.0,0.0,2.0,0.0,0.0,779296.0,,0.0,0.0,437795.0,0.0,0.0,114277.0,,0.0,0.0,20104.0,6183.0,1259.0,3950998.0,,1582.0,11003.0,513881.0,0.0,0.0,24272.0,,2900.0,43700.0,54086.0,1.0,8.0,2276388.0,,0.0,0.0,3981492.0,1.0,299.0,2998577.0,,1559.0,9280.0,17464.0,1767216.0,6521820.0,32276731433.0,,0.0,50.0,1378612564.0,29173.0,109617.0,34170619.0,,0.0,1.0,8370901.0,1763.077,0,65,1538984,144428,4895610,150291,6616145,3393288,35541407720,44551823,False
79,1650,902.23486,90840,1100.8366358432409,80.157,79.292,892.437,,5.717,91.105,499.123,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,59.0,,0.0,0.0,2.0,0.0,0.0,788418.0,,0.0,0.0,428369.0,0.0,0.0,117674.0,,0.0,0.0,18982.0,3415.0,1385.0,3962589.0,,1418.0,10635.0,504003.0,0.0,0.0,12810.0,,2900.0,44725.0,39964.0,0.0,130.0,2305501.0,,0.0,0.0,4063412.0,0.0,57.0,3033803.0,,1666.0,20095.0,19542.0,20177.0,6596405.0,32709748897.0,,0.0,50.0,1392283048.0,22.0,110881.0,34517341.0,,0.0,1.0,8494227.0,1794.973,0,66,1532123,147147,4894925,113399,6771797,3443184,36023892601,45217418,False
80,1643,970.94008,97785,1022.6517359513218,81.247,81.049,827.338,,5.844,98.071,451.977,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,61.0,,0.0,0.0,2.0,0.0,0.0,785140.0,,0.0,0.0,398849.0,0.0,0.0,61540.0,,0.0,0.0,19535.0,811.0,1212.0,4668131.0,,1425.0,11470.0,481672.0,0.0,0.0,6171.0,,2900.0,48101.0,29899.0,2.0,8.0,1277107.0,,0.0,0.0,3396546.0,2.0,305.0,3074465.0,,1666.0,19257.0,18897.0,2252973.0,6672211.0,33281964402.0,,0.0,50.0,1389423246.0,37129.0,112166.0,35094236.0,,0.0,1.0,8408056.0,1686.162,0,67,1498855,83963,5580224,98059,5066556,3485314,36587749228,45730876,False
81,1759,957.76391,96468,1036.6131774267114,80.059,82.293,891.022,,5.482,96.74,489.541,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,62.0,,0.0,0.0,2.0,0.0,0.0,810407.0,,0.0,269951.0,282343.0,0.0,0.0,108436.0,,0.0,7.0,19049.0,800.0,1255.0,4465844.0,,0.0,27941.0,400387.0,0.0,0.0,6037.0,,2800.0,47361.0,81092.0,1.0,8.0,1962157.0,,0.0,476.0,3782688.0,1.0,57.0,3132065.0,,1666.0,22904.0,20499.0,1651951.0,6747799.0,34007447347.0,,0.0,264.0,1423322699.0,27257.0,113447.0,35697122.0,,0.0,4.0,8674476.0,1796.119,1,68,1504810,130383,5316271,155316,6171215,3552998,37380062956,46616731,False
82,1803,968.90013,97567,1024.9367101581477,81.159,86.002,865.826,,5.825,97.864,479.579,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,62.0,,0.0,0.0,2.0,0.0,0.0,801895.0,,0.0,0.0,441615.0,0.0,0.0,76088.0,,0.0,0.0,18014.0,810.0,1292.0,4580581.0,,2826.0,42031.0,452432.0,0.0,0.0,6637.0,,2900.0,48000.0,59707.0,1.0,9.0,1553481.0,,0.0,0.0,3559482.0,1.0,57.0,3136237.0,,1666.0,25687.0,21626.0,2141362.0,6827099.0,34140498689.0,,0.0,50.0,1418214995.0,35237.0,114791.0,35744798.0,,0.0,1.0,8636372.0,1755.046,0,69,1536816,98919,5450357,127575,5534457,3563223,37518406255,46641007,False
83,2385,1057.62286,106424,939.6376757122454,81.936,83.336,890.445,,5.763,106.7,489.142,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,64.0,,0.0,0.0,2.0,0.0,0.0,826924.0,,269929.0,0.0,349359.0,0.0,0.0,85847.0,,7.0,0.0,19544.0,1056.0,1501.0,4741473.0,,725.0,30041.0,434040.0,0.0,0.0,10970.0,,2800.0,52411.0,10658.0,2.0,121.0,1702512.0,,0.0,1792.0,3693880.0,2.0,337.0,3208011.0,,1666.0,45663.0,22298.0,3841042.0,6903491.0,34979949505.0,,214.0,50.0,1447783281.0,64045.0,116086.0,36574151.0,,3.0,1.0,8856323.0,1810.571,0,70,1587672,108215,5641768,97767,5839063,3663019,38412503041,47699773,False
84,2023,996.72925,100366,996.3533467508918,82.509,86.199,902.366,,5.81,100.638,562.025,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,65.0,,0.0,0.0,3.0,0.0,0.0,875313.0,,0.0,0.0,532165.0,0.0,0.0,35214.0,,0.0,0.0,23148.0,824.0,1536.0,6170717.0,,1213.0,12820.0,456542.0,0.0,0.0,19868.0,,2900.0,49503.0,64557.0,1.0,202.0,913439.0,,0.0,0.0,4604928.0,1.0,57.0,3282009.0,,1666.0,37290.0,16864.0,2400624.0,6979492.0,35687565481.0,,0.0,50.0,1484145764.0,39909.0,117374.0,37370125.0,,0.0,1.0,9250541.0,1884.976,0,72,1682564,61309,7074830,159579,5919845,3724330,39223122409,48919586,False
85,2619,1129.0232,113575,880.4754567466432,83.457,88.015,971.057,,5.847,113.86,540.17,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,66.0,,0.0,0.0,2.0,0.0,0.0,875970.0,,0.0,0.0,436165.0,0.0,0.0,130512.0,,0.0,0.0,19780.0,1166.0,1372.0,4412107.0,,1286.0,12603.0,299686.0,0.0,0.0,9509.0,,2900.0,56267.0,70730.0,3.0,8.0,2299449.0,,0.0,723.0,4296377.0,3.0,57.0,3304262.0,,1559.0,52376.0,24483.0,4670653.0,7057051.0,35938426279.0,,0.0,50.0,1459833880.0,78082.0,118666.0,37578648.0,,0.0,1.0,9183495.0,1952.703,0,72,1695531,153094,5168602,161194,7039768,3778578,39449800848,49066536,True
86,1946,1033.30276,103995,961.5846915717102,83.936,88.255,897.099,,5.836,104.274,502.333,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,67.0,,0.0,0.0,2.0,0.0,0.0,859001.0,,0.0,0.0,495042.0,0.0,0.0,52049.0,,0.0,0.0,26572.0,1036.0,1516.0,5556112.0,,3983.0,42132.0,394213.0,0.0,0.0,4898.0,,2900.0,51507.0,104583.0,2.0,125.0,1200607.0,,0.0,4619.0,3839076.0,2.0,371.0,3296383.0,,1666.0,29656.0,20788.0,3545031.0,7131644.0,36731548130.0,,0.0,50.0,1372248141.0,59028.0,119953.0,38675460.0,,0.0,1.0,8644231.0,1824.592,1,73,1533193,81526,6387977,178384,5461262,3748206,40168247088,49638357,False
87,2014,1042.37493,104876,953.5069987413708,85.321,89.446,910.004,,5.776,105.164,494.564,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,67.0,,0.0,0.0,2.0,0.0,0.0,857972.0,,0.0,223027.0,278031.0,0.0,0.0,72574.0,,0.0,6836.0,19241.0,1257.0,1468.0,5156354.0,,0.0,1971.0,309058.0,0.0,0.0,7498.0,,2900.0,51634.0,116003.0,3.0,9.0,1448373.0,,0.0,1195.0,3734974.0,3.0,585.0,3335129.0,,1666.0,34485.0,22494.0,5057185.0,7205680.0,36672526996.0,,0.0,214.0,1422486533.0,84658.0,121208.0,38209299.0,,0.0,3.0,8941510.0,1849.932,1,73,1506282,101484,5915085,197128,5625446,3797788,40168514459,49473601,False
88,1859,1038.69969,104534,956.6265521265808,85.861,93.617,903.134,,5.639,104.813,514.149,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,68.0,,0.0,0.0,2.0,0.0,0.0,884968.0,,0.0,269688.0,298505.0,0.0,0.0,36011.0,,0.0,5.0,19449.0,1326.0,1588.0,5707012.0,,0.0,22891.0,340065.0,0.0,0.0,5139.0,,2800.0,51800.0,126359.0,3.0,103.0,906957.0,,0.0,0.0,4084636.0,3.0,743.0,3370799.0,,1666.0,22246.0,20391.0,5661345.0,7284386.0,37183213205.0,,0.0,264.0,1383560785.0,94898.0,122542.0,38842673.0,,0.0,4.0,8776136.0,1864.045,1,74,1604042,58258,6507296,205894,5422495,3819788,40681851728,49963192,False
89,1851,1027.19667,103407,967.052520622395,86.842,87.568,936.298,,5.522,103.704,520.971,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,70.0,,0.0,0.0,2.0,0.0,0.0,903937.0,,0.0,270000.0,352826.0,0.0,0.0,53340.0,,0.0,5.0,19420.0,1411.0,1403.0,5656596.0,,0.0,15510.0,299494.0,0.0,0.0,7781.0,,2800.0,51300.0,69012.0,3.0,8.0,1185706.0,,0.0,0.0,4070915.0,3.0,57.0,3457503.0,,1666.0,21526.0,21109.0,5527540.0,7360648.0,38175953252.0,,0.0,264.0,1433386739.0,92623.0,123829.0,39756521.0,,0.0,4.0,9103614.0,1898.297,0,76,1671424,75919,6421886,144863,5696396,3922154,41737210883,51224484,False
90,1428,933.87181,94065,1063.094668580237,88.226,88.877,959.757,,5.826,94.354,541.675,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,70.0,,0.0,0.0,2.0,0.0,0.0,888559.0,,0.0,0.0,455991.0,0.0,0.0,107389.0,,0.0,0.0,19988.0,1277.0,1356.0,4961100.0,,1081.0,7316.0,205579.0,0.0,0.0,10249.0,,2900.0,46500.0,27827.0,2.0,8.0,1952763.0,,0.0,0.0,4197628.0,2.0,267.0,3450387.0,,1666.0,983.0,19228.0,4655442.0,7438326.0,37994584360.0,,0.0,50.0,1511686109.0,77988.0,125151.0,39218564.0,,0.0,1.0,9600818.0,1939.046,0,76,1694493,130509,5630414,99552,6632000,3896004,41645724789,51192748,False
91,1441,937.55391,94429,1058.9967065202427,88.883,91.215,997.51,,5.678,94.714,562.824,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,71.0,,0.0,0.0,2.0,0.0,0.0,917326.0,,0.0,0.0,490205.0,0.0,0.0,108645.0,,0.0,0.0,17466.0,1401.0,1493.0,5056048.0,,1036.0,7394.0,188615.0,0.0,0.0,10043.0,,2800.0,46600.0,21201.0,3.0,9.0,2025437.0,,0.0,0.0,4340485.0,3.0,57.0,3532343.0,,1559.0,2765.0,19527.0,5541095.0,7517209.0,38926646934.0,,0.0,50.0,1518104721.0,92860.0,126488.0,40193178.0,,0.0,1.0,9785868.0,2024.9,0,78,1747168,129627,5702217,96593,6926142,3982564,42606059384,52361581,False
92,1541,981.24333,98761,1012.5454379765292,91.174,94.608,978.601,,5.569,99.036,541.53,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,71.0,,0.0,0.0,2.0,0.0,10187.0,911359.0,,0.0,0.0,531586.0,0.0,4044.0,95771.0,,0.0,0.0,26504.0,1451.0,49.0,5285932.0,,4691.0,41229.0,174313.0,0.0,0.0,4797.0,,2800.0,49200.0,72871.0,3.0,233.0,1678995.0,,0.0,5141.0,4013043.0,3.0,57.0,3501388.0,,1666.0,6255.0,20208.0,5867086.0,7596020.0,38749287421.0,,0.0,100.0,1485749764.0,98385.0,127823.0,39954028.0,,0.0,2.0,9505671.0,1963.807,1,77,1528317,129327,5923907,139847,6179589,3955022,42413220227,51856025,False
93,2034,1088.67056,109512,913.1419387829644,91.443,91.245,979.358,,5.762,109.789,525.653,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,72.0,,0.0,0.0,2.0,0.0,9956.0,929365.0,,0.0,0.0,473629.0,0.0,4413.0,71779.0,,0.0,0.0,19150.0,1569.0,1012.0,5644260.0,,1268.0,13113.0,220019.0,0.0,0.0,3684.0,,2900.0,54400.0,78247.0,5.0,2540.0,1457530.0,,0.0,0.0,4084582.0,4.0,57.0,3554047.0,,1666.0,28530.0,22751.0,6691423.0,7672829.0,39492928840.0,,0.0,50.0,1410236447.0,112360.0,129125.0,40906982.0,,0.0,1.0,9303066.0,1965.287,0,79,1629416,100854,6320810,155746,6003829,4034539,43114337191,52618494,False
94,2291,1110.53657,111706,895.2070613933003,92.261,97.37,1086.681,,5.48,111.994,614.761,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,73.0,,0.0,0.0,1.0,0.0,9467.0,953053.0,,0.0,0.0,615851.0,0.0,4213.0,164904.0,,0.0,0.0,28343.0,1706.0,728.0,4794004.0,,7161.0,70113.0,185609.0,0.0,0.0,12674.0,,2700.0,55400.0,24613.0,7.0,3649.0,2719150.0,,0.0,36094.0,4952903.0,5.0,57.0,3643442.0,,1559.0,46472.0,22862.0,7455786.0,7752833.0,40191758876.0,,0.0,50.0,1546078957.0,125321.0,130481.0,41361322.0,,0.0,1.0,10183221.0,2167.107,2,79,1685506,208200,5449127,113035,8222225,4149280,43986442757,53972127,False
95,2461,1162.47003,116934,855.1832657738553,92.888,93.754,981.077,,5.858,117.254,527.444,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,74.0,,0.0,0.0,2.0,0.0,9556.0,946570.0,,0.0,0.0,452182.0,0.0,4723.0,67953.0,,0.0,0.0,18242.0,1591.0,18403.0,5825916.0,,1271.0,13464.0,230409.0,0.0,0.0,7001.0,,2900.0,57865.0,48928.0,5.0,6075.0,1398052.0,,0.0,0.0,3976953.0,4.0,58.0,3547702.0,,1664.0,45365.0,24030.0,6896405.0,7847804.0,40111754593.0,,0.0,50.0,1458677908.0,115834.0,131789.0,41483545.0,,0.0,1.0,9383492.0,1976.063,0,80,1710054,93834,6542135,132893,5832160,4051576,43817732143,53302328,False
96,3769,1332.67334,133958,746.5026351543021,94.351,97.323,1130.917,,5.794,134.255,653.027,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,75.0,,0.0,0.0,3.0,53399.0,9770.0,990507.0,,0.0,0.0,478759.0,3.0,4406.0,192260.0,,0.0,0.0,20526.0,603.0,18283.0,4821204.0,,520.0,8600.0,208303.0,0.0,0.0,13278.0,,2900.0,66300.0,86015.0,4.0,4923.0,3003147.0,,0.0,13503.0,5354288.0,4.0,58.0,3713401.0,,1666.0,80096.0,27055.0,7007091.0,7926619.0,41108106782.0,,0.0,50.0,1549233230.0,117711.0,133125.0,42112116.0,,0.0,1.0,10427478.0,2282.606,0,82,1929087,222598,5499572,201287,8779805,4265902,44955520706,54989884,True
97,2453,1144.92825,115171,868.2741315088,94.751,99.533,1075.698,,5.84,115.465,685.367,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,77.0,,0.0,0.0,1.0,0.0,9752.0,917893.0,,0.0,0.0,661853.0,0.0,4948.0,63893.0,,0.0,0.0,28321.0,0.0,406.0,6695481.0,,7602.0,100272.0,241754.0,0.0,0.0,28690.0,,2900.0,57200.0,34951.0,0.0,6857.0,1462344.0,,0.0,6595.0,5669208.0,5.0,58.0,3764473.0,,1666.0,46540.0,19371.0,7455727.0,7998741.0,42248743016.0,,0.0,50.0,1600860789.0,125320.0,134510.0,43233729.0,,0.0,1.0,10753606.0,2237.007,2,84,1747995,103664,7435470,132306,7547219,4282809,46185609103,56457482,False
98,2577,1171.19508,117766,849.1415179253775,95.4,96.068,1015.706,,5.7,118.056,567.183,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,77.0,,0.0,0.0,2.0,0.0,11151.0,870332.0,,0.0,269564.0,360334.0,0.0,4795.0,58435.0,,0.0,7.0,19524.0,0.0,19937.0,6282616.0,,0.0,1784.0,169292.0,0.0,0.0,4675.0,,2900.0,58200.0,17528.0,0.0,7008.0,1229924.0,,0.0,548.0,4571099.0,4.0,58.0,3749612.0,,1666.0,52170.0,22957.0,7295458.0,8086914.0,41898231695.0,,0.0,264.0,1453122639.0,122573.0,135819.0,43121703.0,,0.0,4.0,9781183.0,2070.875,1,84,1613397,86237,6935113,105026,6274123,4270636,45678213874,55377553,False
99,1775,1046.14471,105308,949.595472328788,96.926,98.178,1049.179,,5.579,105.604,586.96,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,79.0,,0.0,0.0,2.0,0.0,9839.0,893747.0,,0.0,231284.0,341730.0,0.0,5151.0,67761.0,,0.0,8474.0,19765.0,37925.0,26160.0,6379649.0,,0.0,2422.0,179015.0,0.0,0.0,3793.0,,2700.0,52000.0,17115.0,6362.0,10312.0,1308604.0,,0.0,8583.0,4661841.0,6.0,58.0,3844735.0,,1559.0,14275.0,21308.0,8938933.0,8157857.0,42996363461.0,,0.0,214.0,1491935011.0,150320.0,137183.0,44212488.0,,0.0,3.0,10063453.0,2118.189,1,86,1638620,106141,7091474,95236,6486762,4354869,46845486134,56983105,False
